source	target
Alternative Fractions	Альтернативтә фракциақәа
Akhands	Ахканды
Alternate Half Widths	Альтернативтә Ибжатоу аҭбаара
Horizontal Kana Alternates	Ииаалоу Акана альтернатива
Alternate Annotation Forms	Аннотациа Альтеранативтә Формақәа
Alternate Vertical Metrics	Альтернативтә Агәҵәылатәи Арбагақәа
Alternate Vertical Half Metrics	Альтернативтә Агәҵәылатәи Ибжатоу арбагақәа
asme_f	asme_f
A0×2	A0×2
A0	A0
A0×3	A0×3
A1	A1
A10	A10
A1×3	A1×3
A1×4	A1×4
A2	A2
A2×3	A2×3
A2×4	A2×4
A2×5	A2×5
A3	A3
A3 Extra	A3 Extra
A3×3	A3×3
A3×4	A3×4
A3×5	A3×5
A3×6	A3×6
A3×7	A3×7
A4	A4
A4 Extra	A4 Extra
A4 Tab	A4 Tab
A4×3	A4×3
A4×4	A4×4
A4×5	A4×5
A4×6	A4×6
A4×7	A4×7
A4×8	A4×8
A4×9	A4×9
A5	A5
A5 Extra	A5 Extra
A6	A6
A7	A7
A8	A8
A9	A9
B0	B0
B1	B1
B10	B10
B2	B2
B3	B3
B4	B4
B5	B5
B5 Extra	B5 Extra
B6	B6
B6/C4	B6/C4
B7	B7
B8	B8
B9	B9
C0	C0
C1	C1
C10	C10
C2	C2
C3	C3
C4	C4
C5	C5
C6	C6
C6/C5	C6/C5
C7	C7
C7/C6	C7/C6
C8	C8
C9	C9
RA0	RA0
RA1	RA1
RA2	RA2
RA3	RA3
RA4	RA4
SRA0	SRA0
SRA1	SRA1
SRA2	SRA2
SRA3	SRA3
JB0	JB0
JB1	JB1
JB10	JB10
JB2	JB2
JB3	JB3
JB4	JB4
JB5	JB5
JB6	JB6
JB7	JB7
JB8	JB8
JB9	JB9
jis exec	jis exec
10×11	10×11
10×13	10×13
10×14	10×14
10×15	10×15
11×12	11×12
11×15	11×15
12×19	12×19
5×7	5×7
Arch A	Arch A
Arch B	Arch B
Arch C	Arch C
Arch D	Arch D
Arch E	Arch E
b-plus	b-plus
c	c
d	d
e	e
edp	edp
Executive	Executive
f	f
Fan-Fold US	Fan-Fold US
Fan-Fold German Legal	Fan-Fold German Legal
Government Legal	Government Legal
Government Letter	Government Letter
Index 3×5	Index 3×5
Index 4×6 (postcard)	Index 4×6 (ашәҟәаарт)
Index 4×6 ext	Index 4×6 ext
Index 5×8	Index 5×8
Invoice	Invoice
Tabloid	Tabloid
US Legal	US Legal
US Legal Extra	US Legal Extra
US Letter	US Letter
US Letter Extra	US Letter Extra
US Letter Plus	US Letter Plus
Oficio	Oficio
Quarto	Quarto
Super A	Super A
Super B	Super B
Photo L	Photo L
Dai-pa-kai	Dai-pa-kai
Folio	Folio
Folio sp	Folio sp
juuro-ku-kai	juuro-ku-kai
pa-kai	pa-kai
prc 16k	prc 16k
prc 32k	prc 32k
ROC 16k	ROC 16k
ROC 8k	ROC 8k
Armenian	Аермантә
Avestan	Авестиитәи
Adlam	Адлам
Credits	 Аҭабурақәа
A	A
Alpha	Альфа
H	H
S	S
V	V
Server Addresses	Асервер аҭыӡҭыԥқәа
Server addresses are made up of a protocol prefix and an address. Examples:	Асерверқәа рҭыӡҭыԥқәа шьыкәгылоуп апртотокол апрефиксла, насгьы аҭыӡҭыԥла.Аҿырԥштәқәа:
A_t:	_Аҟны:
Include image data in the cache	Асахьақәа кеш аҟны рҿакра
Broadway	Broadway
Windows IME	Windows IME
Mac OS X Quartz	Mac OS X Quartz
Wayland	Wayland
Waylandgtk	Waylandgtk
; 	; 
Auto Select	Автоматикла алхра
PDF	PDF
Postscript	Postscript
SVG	SVG
BackSpace	BackSpace
Tab	Tab
Return	Return
Pause	Pause
Escape	Escape
Home	Home
End	End
Begin	Begin
Print	Print
Insert	Insert
Delete	Delete
Battery	Абатареиа
Forward	Ԥхьаҟа
WLAN	WLAN
Activates the color	Активациа азнауеит аԥштәы
Activates the expander	Активациа азнауеит аиҵыхга
Activates the entry	Активациа азнауеит анҵамҭа
Activate primary icon	Активациа азура ихадоу адыргаҷ
Activates the primary icon of the entry	Активациа азнауеит ихадоу адырга анҵамҭаҟны
Activate secondary icon	Аҩынтәтәи адыргаҷ активациа азура
BSD 2-Clause License	BSD 2-Clause License
The MIT License (MIT)	The MIT License (MIT)
Artistic License 2.0	Artistic License 2.0
Created by	Аԥҵаҩы
Shift	Shift
Ctrl	Ctrl
Alt	Alt
Super	Super
Hyper	Hyper
Meta	Meta
KP	KP
Backslash	Backslash
group	Агәыԥ
marquee	иҩуа ацәаҳәа
calendar:MY	calendar:MY
%Y	%Y
%d	%d
%d	%d
%d %%	%d %%
White	Ашкәакәа
default:mm	default:mm
%1$s on %2$s	%1$s аҟны  %2$s
%H:%M	%H:%M
%l:%M %p	%l:%M %p
Archive	Архивтәра
Sans 12	Sans 12
default:LTR	default:LTR
%d:%02d:%02d	%d:%02d:%02d
-%d:%02d:%02d	-%d:%02d:%02d
-%d:%02d	-%d:%02d
%d:%02d	%d:%02d
_OK	_OK
_Yes	_Ааи
_PIM	_PIM
Bourne Again Shell	Bourne Again Shell
Bourne Shell	Bourne Shell
Z Shell	Z Shell
Tab	Tab
AppleTalk	AppleTalk
WebDAV	WebDAV
%.0f %%	%.0f %%
L	L
R	R
_Redo	Ар_хынҳәра
%d %%	%d %%
Attribute	Аҟазшьарбага
ID	ID
Unnamed section	Ихьӡыдоу аҟәша
Address	Аҭыӡҭыԥ
Attribute:	Аҟазшьарбага:
XSettings	XSettings
Animations	Анимациа
CSS	CSS
Alternative Fractions	Альтернативтә фракциақәа
Akhands	Ахандс
Alternate Half Widths	Альтернативтә ибжатоу аҭбаара
Justification Alternates	Аиҟаратәра альтерантива
Alternate Annotation Forms	Аннотациа альтеранативтә формақәа
Trailing Jamo Forms	Trailing Jamo Forms
Alternate Vertical Metrics	Альтернативтә агәҵәылатәи аметрика
Alternate Vertical Half Metrics	Альтернативтә агәҵәылатәи ибжатоу аметрикақәа
asme_f	asme_f
A0×2	A0×2
A0	A0
A0×3	A0×3
A1	A1
A10	A10
A1×3	A1×3
A1×4	A1×4
A2	A2
A2×3	A2×3
A2×4	A2×4
A2×5	A2×5
A3	A3
A3 Extra	A3 Extra
A3×3	A3×3
A3×4	A3×4
A3×5	A3×5
A3×6	A3×6
A3×7	A3×7
A4	A4
A4 Extra	A4 Extra
A4 Tab	A4 Tab
A4×3	A4×3
A4×4	A4×4
A4×5	A4×5
A4×6	A4×6
A4×7	A4×7
A4×8	A4×8
A4×9	A4×9
A5	A5
A5 Extra	A5 Extra
A6	A6
A7	A7
A8	A8
A9	A9
B0	B0
B1	B1
B10	B10
B2	B2
B3	B3
B4	B4
B5	B5
B5 Extra	B5 Extra
B6	B6
B6/C4	B6/C4
B7	B7
B8	B8
B9	B9
C0	C0
C1	C1
C10	C10
C2	C2
C3	C3
C4	C4
C5	C5
C6	C6
C6/C5	C6/C5
C7	C7
C7/C6	C7/C6
C8	C8
C9	C9
RA0	RA0
RA1	RA1
RA2	RA2
RA3	RA3
RA4	RA4
SRA0	SRA0
SRA1	SRA1
SRA2	SRA2
SRA3	SRA3
JB0	JB0
JB1	JB1
JB10	JB10
JB2	JB2
JB3	JB3
JB4	JB4
JB5	JB5
JB6	JB6
JB7	JB7
JB8	JB8
JB9	JB9
jis exec	jis exec
10×11	10×11
10×13	10×13
10×14	10×14
10×15	10×15
11×12	11×12
11×15	11×15
12×19	12×19
5×7	5×7
Arch A	Arch A
Arch B	Arch B
Arch C	Arch C
Arch D	Arch D
Arch E	Arch E
b-plus	b-plus
c	c
d	d
e	e
edp	edp
Executive	Executive
f	f
Fan-Fold US	Fan-Fold US
Fan-Fold German Legal	Fan-Fold German Legal
Government Legal	Government Legal
Government Letter	Government Letter
Index 3×5	Index 3×5
Index 4×6 (postcard)	Index 4×6 (ашәҟәаарт)
Index 4×6 ext	Index 4×6 ext
Index 5×8	Index 5×8
Invoice	Invoice
Tabloid	Tabloid
US Legal	US Legal
US Legal Extra	US Legal Extra
US Letter	US Letter
US Letter Extra	US Letter Extra
US Letter Plus	US Letter Plus
Oficio	Oficio
Quarto	Quarto
Super A	Super A
Super B	Super B
Photo L	Photo L
Dai-pa-kai	Dai-pa-kai
Folio	Folio
Folio sp	Folio sp
juuro-ku-kai	juuro-ku-kai
pa-kai	pa-kai
prc 16k	prc 16k
prc 32k	prc 32k
ROC 16k	ROC 16k
ROC 8k	ROC 8k
Credits	 Аҭабурақәа
A	A
Server Addresses	Асерверқәа рҭыӡҭыԥқәа
Server addresses are made up of a protocol prefix and an address. Examples:	Асерверқәа рҭыӡҭыԥқәа шьыкәгылоуп апртотокол апрефиксла, насгьы аҭыӡҭыԥла.Аҿырԥштәқәа:
A_t:	_Аҟны:
; 	; 
Auto Select	Автоматикла алхра
PDF	PDF
PostScript	PostScript
SVG	SVG
Include image data in the cache	Асахьақәа кеш аҟны рҿакра
LLVM IR	LLVM IR
Cobalt	Cobalt
Oblivion	Oblivion
Solarized Dark	Solarized Dark
Solarized Light	Solarized Light
Tango	Tango
Baltic	Абалтикатә
Arabic	Арабтәи
Armenian	Аермантә
Georgian	қырҭтәылатәи
['UTF-8', 'CURRENT', 'ISO-8859-15', 'UTF-16']	['UTF-8', 'CURRENT', 'ISO-8859-15', 'UTF-16']
LLVM IR	LLVM IR
Adwaita Dark	Adwaita Dark
Adwaita	Adwaita
Cobalt Light	Cobalt Light
Cobalt	Cobalt
Oblivion	Oblivion
Solarized Dark	Solarized Dark
Solarized Light	Solarized Light
Tango	Tango
Baltic	Абалтикатә
Arabic	Арабтәи
Armenian	Аермантә
Georgian	қырҭтәылатәи
['UTF-8', 'CURRENT', 'ISO-8859-15', 'UTF-16']	['UTF-8', 'CURRENT', 'ISO-8859-15', 'UTF-16']
%s	%s
/ in %s	/ аҟны %s
Dns-SD	Dns-SD
The certificate’s algorithm is considered insecure.	Асертификат алгоритм ишәарҭоуп ҳәа иԥхьаӡоуп.
Yes	Ааи
%s: %s	%s: %s
Location is already mounted	Аҭыӡҭыԥ аҿакуп
Location is not mountable	Аҭыӡҭыԥ иаҿаркуа иреиԥшӡам
Unnamed Drive (%s)	Ихьӡыдоу аиҿартәыра (%s)
Unnamed Drive	 Ихьӡыдоу аиҿартәыра
%s (%s)	%s (%s)
_5×5	_5×5
_6×6	_6×6
_7×7	_7×7
_8×8	_8×8
_9×9	_9×9
_10×10	_10×10
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
Copyright © 2007–2010 Philip Withnall	Аԥҵаҩцәа рзинқәа  2007–2010 Филип Уизнел
translator-credits	Нанба Наала <naala-nanba@rambler.ru>, 2022
Adwaita	Adwaita
Credits	 Аҭабурақәа
Creators	Аԥҵаҩцәа
Documenters	Адокументқәа раԥҵаҩцәа
Turn on the sound	Абжьы аҿакра
Masuichi Ito (pieces)	Masuichi Ito (pieces)
Arnaud Bonatti (themes)	Arnaud Bonatti (themes)
Ian Peters	Ian Peters
Robert Ancell	Robert Ancell
Arnaud Bonatti	Arnaud Bonatti
Copyright © %u-%u – Ian Peters	Copyright © %u-%u – Ian Peters
Copyright © %u-%u – Michael Catanzaro	Copyright © %u-%u – Michael Catanzaro
Copyright © %u-%u – Arnaud Bonatti	Copyright © %u-%u – Arnaud Bonatti
Tiffany Antopolski	Tiffany Antopolski
translator-credits	Нанба Наала <naala-nanba@rambler.ru>, 2022
Adwaita	Adwaita
Untitled page	Ихьӡыдоу адаҟьа
The album has already been inserted.	Альбом щта иацҵоуп
%a, %b %d / %H∶%M	%a, %d %b. / %H∶%M
default:mm	default:mm
%.1f °F	%.1f ℉
%d °F	%d °F
%.1f °C	%.1f °C
%d °C	%d °C
%.1f K	%.1f K
%d K	%d K
%.f%%	%.f%%
%s / %s	%s / %s
%H∶%M	%H∶%M
E_nable All	Зе_гьы рҿакра
%d m	%d м
%d km	%d км
%d ft	%d фт
%d mi	%d ми
translator-credits	Нанба Наала <naala-nanba@rambler.ru>, 2022
Africa	Африка
Asia	Азиа
Australasia and Oceania	Австралаизиеи Океаниеи
Albania	Албаниа
Algeria	Алжир
Andorra	Андорра
Anguilla	Ангуилла
Argentina	Аргентина
Aruba	Аруба
Australia	Австралиа
Austria	Австриа
Azerbaijan	Азербаиджан
Bahamas	Багамы
Bangladesh	Бангладеш
Georgia	Қырҭтәыла
Alagoas, Sergipe	Алагоас, Сергипе
Acre	Акри
GMT/BST	GMT/BST
GMT/IST	GMT/IST
Azores	Азортәи адгьылбжьахақәа
Australian Capital Territory	Австралиатәи аҳҭнықалақь аҵакырадгьыл
Antwerp	Антверпен
Acre	Акри
Alagoas	Алагоас
Alberta	Альберта
Baden-Württemberg	Баден-Виуртемберг
Bavaria	Бавариа
Aguascalientes	Агуаскальентес
Alabama	Алабама
Idaho	Аидахо
Iowa	Аиова
Adrar	Адрар
Algiers	Алжир
Bejaia	Беджаиа
Adelaide	Аделаида
Alice Springs	Алис-Спрингс
Aigen im Ennstal	Аиген
Al Hadd	Аль-Хадд
Antwerp	Антверпен
Alta Floresta	Альта-Флореста
Altamira	Альтамира
Bauru	Бауру
Bandar Seri Begawan	Бандар-Сери-Бегаван
Abbotsford	Абботсфорд
Agassiz	Агассиз
Aklavik	Аклавик
Allison Harbour	Аллисон-Харбор
Alta Lake	Альта-Леик
Amqui	Амки
Argentia	Аргентиа
Arviat	Арвиат
Bagotville	Баготвиль
Baker Lake	Беикер-Леик
Bedford	Бедфорд
Bellin	Беллин
Island Lake	Аислэнд Леик
Bangassou	Бангассу
Bangui	Банги
Avarua	Аваруа
Alajuela	Алагуела
Akrotiri	Акротири
Abidjan	Абиджан
Ålborg	Алборг
Al 'Arish	Аль-Ариш
Al Ghardaqah	Аль-Гардаках
Al Qabuti	Аль-Кабути
Alexandria	Александриа
Agen	Ажен
Ajaccio	Аиаччо
Alençon	Аленгон
Béziers	Безье
Banjul	Банжул
Altenburg	Альтенбург
Baal	Баал
Accra	Аккра
Alexandroúpolis	Александрполис
Áyios Athanásios	Аииос Атанасиос
Asatdas	Асатдас
Tikal	Tikal
Agartala	Агартала
Agra	Агра
Ahmadabad	Ахмадабад
Allahabad	Аллахабад
Amritsar	Амритсар
Bagdogra	Багдогра
Bangalore	Бангалор
Abū Mūsā	Абу-Муса
Aghajari	Агхаиари
Ahvaz	Ахваз
Bandar 'Abbas	Бандараббас
Bandar-e Bushehr	Бандар-и-Бушехр
Bandar-e Lengeh	Бандар-и-Ленгех
Bandar-e Mahshahr	Бандар-и-Махшахр
Agrigento	Агридженто
Albenga	Альбенга
Alessandria	Алессандриа
Alghero	Алжир
Avellino	Авеллино
Belluno	Беллуно
Akita	Акита
Asahikawa	Асахикава
Ashiya	Ашиа
Al 'Aqabah	Аль-Акабах
Al Jizah	Аль-Жизах
Amman	Амман
Almaty	Алма-Ата
Aqtau	Актау
Aqtöbe	Актиубинск
Beirut	Беирут
Baninah	Банинах
Antsiranana	Антикатә ашкәакәа
Acapulco	Акапулько
Aguascalientes	Агуаскальентес
Agadir	Агадир
Al Hoceima	Аль-Хосейма
Beira	Беира
Amsterdam	Амстердам
Agadez	Агадес
Abuja	Абуджа
Alofi	Алофи
Alta	Альберта
Ålesund	Алезунд
Al Yāmūn	Аль Иамун
Andahuaylas	Андахуаиалас
Ayacucho	Аикучо
Beja	Бежа
Água de Pena	Аква-де-Пена
Alba Iulia	Алба-Иулиа
Alexandria	Александриа
Adler	Адлер
Arnos Vale	Арнос Веил
Abha	Абха
Ad Dalfa'ah	Ад-Далфаах
Ad Dammam	Ад-Дамам
Al 'Aqiq	Аль-Акик
Al Qaysumah	Аль-Квасумах
Al Qurayyat	Аль-Кураиат
Al Wajh	Аль-Ваих
Al Wuday'ah	Аль-Вудаиах
Agoncillo	Агонселло
Albacete	Альбасете
Alcantarilla	Алькантрилла
Alcorcón	Алькоркон
Almería	Альмериа
Avilés	Авилес
Badajoz	Бадахос
Ávila	Авила
Al Qamishli	Аль-Камишли
Arusha	Аруша
Bangkok	Бангкок
Adana	Адана
Balikesir	Балыкесир
Ashgabat	Ашхабат
Arua	Аруа
Abu Dhabi	Абу-Даби
Al 'Ayn	Аль-Аин
Al Fujayrah	Аль-Фуджаира
Aberdeen	Абердин
Aberdeen	Абердин
Abilene	Абилин
Abingdon	Абингтон
Ada	Ада
Adak	Адак
Adamsville	Адамсвиль
Adrian	Адриан
Aitkin	Аиткин
Akron	Акрон
Akron	Акрон
Alabaster	Алабастер
Alamogordo	Аламогордо
Alamosa	Аламоса
Albany	Албаниа
Albany	Албаниа
Albemarle	Альбемарль
Albertville	Альбертвиль
Albion	Альбион
Albuquerque	Альбукерке
Alexander City	Александер-Сити
Alexandria	Александриа
Alexandria	Александриа
Alexandria	Александриа
Alice	Алис
Allentown	Аллентаун
Alliance	Аллаианс
Alma	Алма
Alma	Алма
Alpena	Алпина
Alpine	Альпина
Alpine	Альпина
Altoona	Алтуна
Alturas	Алчерас
Altus	Алтус
Alva	Альва
Amelia	Амелия
Andalusia	Андалусиа
Anderson	Андерсон
Anderson	Андерсон
Andover	Андовер
Angoon	Ангун
Arvada	Арвада
Asheboro	Ашеборо
Ashland	Ашленд
Ashland	Ашленд
Ashtabula	Аштабула
Aurora	Аврора
Aurora	Аврора
Aurora	Аврора
Aurora	Аврора
Avalon	Авалон
Baker	Беикер
Baker City	Беикер Сити
Bakersfield	Беикерсфилд
Baltimore	Балтимор
Bangor	Бангор
Battle Creek	Балт-Крик
Baudette	Баудетт
Beckley	Бекли
Bedford	Бедфорд
Bellingham	Беллингем
Belmar	Белмар
Boca Raton	Бока-Ратон
Boise	Боисе
Idaho Falls	Аидахо-Фолс
Iowa City	Аиова Сити
Iron Mountain	Аирон Маунтин
Ironwood	Аиронвуд
Islip	Аилип
Acarigua	Акаригуа
'Adan	Адан
Al Hudaydah	Аль-Худаиах
Activate the window menu	Активациа азура аԥенџьыр амениу
Mutter	Mutter
Auto maximize nearly monitor sized windows	Автоматикла аԥенџьыр ашәага амонитор ашәага аҟынӡа ардура.
%s %s	%s %s
%s %s	%s %s
%s %s %s	%s %s %s
%s %s	%s %s
%d × %d	%d × %d
Artist:	Анагӡаҩ
Album:	Альбом:
Creator	Аԥҵаҩы
Copyright	аԥҵаҩы изин
[URI…]	[URI…]
1, 2, 3	1, 2, 3
01, 02, 03	01, 02, 03
001, 002, 003	001, 002, 003
Group	Агәыԥ
Location	Аҭыӡҭыԥ
Archives with “.” at the beginning of their name are hidden.	Архивқәа акәаԥқәа «.»  змоу рахьӡ алагамҭазы рҽырҵәахуеит
%s (%s)	%s (%s)
%H:%M	%H:%M
%l:%M %p	%l:%M %p
%a	%a
%a %H:%M	%a %H:%M
%a %l:%M %p	%a %l:%M %p
%-e %b	%-e %b
%c	%c
? bytes	?баит
 (	 (
 (%'d	 (%'d
Untitled Folder	Ихьӡыдоу аҭыӡ
Untitled Document	Ихьӡыдоу адокумент
(%s)	(%s)
%s, %s	%s, %s
Audio CD	Audio CD
Video CD	Video CD
Super Video CD	Super Video CD
Photo CD	Photo CD
Picture CD	Picture CD
PDF / PostScript	PDF / PostScript
%s (%s)	%s (%s)
_Revert	_архынҳәра
<a href="help:gnome-help/files-templates" title="GNOME help for templates">Learn more…</a>	<a href="help:gnome-help/files-templates" title="GNOME help for templates">Иԥкааны адырра…</a>
Forward	Ԥхьаҟа
“%s” locations are not supported.	Аҭыӡҭыԥқәа   «%s»  иаднакылом
Location bar with root location	Аҭыӡҭыԥтә цәаҳәа ихарҭәаау аҭыӡҭыԥ зну иалагоит адац аҟынтә
Location bar with home location	Аҭыӡҭыԥтә цәаҳәа иркьаҿны аҭыӡҭыԥ зну алагоит аҩнытәи аҭаӡ аҟынтә
Automatic Numbers	Автоматикла аномерқәыргылара
1, 2, 3, 4	1, 2, 3, 4
01, 02, 03, 04	01, 02, 03, 04
001, 002, 003, 004	001, 002, 003, 004
Automatic Numbering Order	Автоматикалатәи аномерркра аиҿкаара
_Group	Агәыԥ
AppleTalk	AppleTalk
Samba	Samba
WebDAV	WebDAV
Server Addresses	Асерверқәа рҭыӡҭыԥқәа
Server addresses are made up of a protocol prefix and an address. Examples:	Асерверқәа рҭыӡҭыԥқәа шьыкәгылоуп апртотокол апрефиксла, насгьы аҭыӡҭыԥла.Аҿырԥштәқәа:
???	???
dat	аамҭ.
para	абз
auto	авто
copyright	аԥҵаҩы изин
paragraph marker	абзац
a e	ае
Turn contracted braille on and off	Браиль иркьаҿу ишрифт аҿакра, мамзар аҿыхра
Toggle structural navigation keys	Еилаҵоу ахырхарҭарбара арыдқәа  рҿакра, мамзар рҿыхра
aquamarine	аквамаринтә
beige	Ацәҩабжьа
white	Ашкәакәа
Automatic focus mode during structural navigation	Автоматикалатәи афокус арежим, еилаҵоу ахырхарҭарбараан иаҿакхо
Automatic focus mode during caret navigation	Автоматикалатәи афокус арежим, ахырхагатә ахырхарҭарбараан иаҿакхо
Automatic focus mode during native navigation	Автоматикалатәи афокус арежим, ахырхагатә ахырхарҭарбараан иаҿакхо
_OK	_OK
Paragraph	Абзац
URI	URI
Paragraphs	Абзацқәа
Automatically start speaking a page when it is first _loaded	Адаҟьа _раԥхьаӡа акәны ианҭагалоу автоматикла аԥхьара алагара
Shift	Shift
Alt	Alt
Control	Ctrl
num lock	num lock
caps lock	caps lock
shift lock	shift lock
scroll lock	scroll lock
page up	page up
page down	page down
backspace	backspace
return	return
enter	enter
Alt Gr	Alt Gr
escape	escape
insert	insert
delete	delete
home	home
end	end
begin	begin
Insert	Insert
Caps_Lock	Caps_Lock
Ctrl	Ctrl
Shift	Shift
greater than	Иҵегь ахышәарақәа...
Usage: 	Ахархәара:
an actuarial symbol	Иактуалу асимвол
No more blockquotes.	ацитатақәа рыблоккәа уаҳа ыҟаӡам
No more buttons.	апытҟәырқәа уаҳа ыҟаӡам 
No more check boxes.	апытҟәыр-дыргакәа уаҳа ыҟаӡам 
No more large objects.	Адуу аобиектқәа уаха ыҟаӡам
No more clickables.	Узыгәҭасша аобиктқәа уаҳа ыҟаӡам
No more combo boxes.	Аҭыԥқәа ахьӡынҵақәа рыцҵаны уаҳа ыҟаӡам
No more entries.	Аҭагаларҭақәа уаҳа ыҟаӡам
No more form fields.	Аҭыԥ аформақәа уаҳа ыҟаӡам
No more headings.	уаҳа ахқәа ыҟаӡам.
No more images.	уаҳа асахьақәа ыҟаӡам.
No landmark found.	Ахырхарҭақәа уаҳа ыҟаӡам
No more links.	Азхьарԥшқәа уаҳа ыҟаӡам
No more lists.	Ахьӡынҵакәа уаҳа иҟаӡам.
No more list items.	ахьӡынҵа аелементқәа уаҳа ы.ҟаӡам
No more live regions.	уаҳа зҽызыԥсахуа аганқәа ыҟаӡам
No more paragraphs.	уаҳа абзацқәа ыҟаӡам.
No more radio buttons.	Аиагагақәа уаҳа ыҟаӡам
No more separators.	Аиҟәшагақәа уаҳа ыҟаӡам
No more tables.	Аҭаӡҩырақәа уаҳа ыҟаӡам
No more unvisited links.	Шәахьымҭалац азхьарԥшқәа ыҟаӡам
No more visited links.	Уаҳа иҟаӡам шәызҭаахьоу азхьарԥшқәа
%(index)d of %(total)d	%(index)d аҟны %(total)d
_Wrap around	Автоматикла алагамҭахь _аиасра
10	10
_Enable Contracted Braille	Браиль икьаҿ_аҩра аҿакра
Enable flash _messages	Иласу ацҳамҭақәа рҿакра
a : alpha, b : bravo, c : charlie, d : delta, e : echo, f : foxtrot, g : golf, h : hotel, i : india, j : juliet, k : kilo, l : lima, m : mike, n : november, o : oscar, p : papa, q : quebec, r : romeo, s : sierra, t : tango, u : uniform, v : victor, w : whiskey, x : xray, y : yankee, z : zulu	a : альфа, b : браво, c : чарли, d : дельта, e : ехо, f : фокстрот, g : гольф, h : хотель, i : индия, j : джульет, k : кило, l : лима, m : майк, n : ноябрь, o : оскар, p : папа, q : квебек, r : ромео, s : сиерра, t : танго, u : униформа, v : виктор, w : виски, x : икс, y : янки, z : зулу, а : анбан , б : бзоу,  в :воуба,     г :гагра,     гь:гьаргь,   гә :гәдиса,  ӷ : аӷа, ӷь :абӷьы  ӷә:ӷәада   д:даур,   дә:дәрыԥшь ,  е:езыгә ,  ж:ажра,  жь:жьабна,    жә: жәандрыԥшь  , з:зыма  ӡ:ӡыдакәара ,    ӡә: аӡәы,    и:игры ,    к:кындыӷ   ,  кь:кьалашәыр ,    кә:кәтол,  қ :  ақды,   қь:қьамал   ,  қә: қәабчара   ҟ: ҟлыч ,  ҟь:адаҟьа,   ҟә:ҟәланырхәа ,л :лыхны ,  м:маҷара  , н: нарҭ  ,   о:отаԥ,   п:пицунда  ,ԥ:ԥсоу  , р:риҵа  ,с:саид , т:тамышь , тә: тәанба    ҭ:ҭхьына,     ҭә: аҭәа,    у: уарча  ,   ф : фатима ,  х:хамида ,   хь:хьымса ,   хә:хәаԥ ,  ҳ: аҳа  ,  ҳә:  аҳәыҳә,   ц:цандрыԥшь ,  цә: ацә,    ҵ:ҵабал,   ҵә:аҵәа   ,  ч:чаам , ҷ:ҷлоу ,   ҽ: аҽы     ҿ:аҿы,     ш:шамел  ,   шь:шьоудыд ,     шә :шәлиман  ы:асы     ҩ:ҩыԥсара     џ: аџыр  ,  џь: џьырхәа ,   ь: арԥшгага дырга,  ә: ахаргьежь дырга .
Quadrapassel	Quadrapassel
_Enable sounds	Абжьқәа _рҿакра
_OK	_OK
Date	Аамҭарба
Rygel	Rygel
Albums	Альбомқәа
Artists	Анагӡаҩцәа
Artist	Анагӡаҩцәа
Album	Альбом
:	:
Automatically retrieve keys from _key servers	Авто_матикла асервер ацыԥхақәа рҭагалара
Automatically synchronize _modified keys with key servers	Автоматикла асинхронтәра ипсаху ацаԥхақәеи асервер ацыԥхақәеи
Auto retrieve keys	Автоматикла ацаԥхақәа роура
Auto publish keys	Автоматикла ацаԥхақәа ркьыԥхьра 
_Email Address	_Аел. ԥошьҭа аҭыӡҭыԥ
RSA	RSA
DSA ElGamal	DSA ElGamal
<i>Not at all:</i> means you believe the key is owned by the person who claims to own it, but you could not or did not verify this to be a fact.	<i>Зынӡаск:</i> иаанагоит, шәара ишхашәҵо, ари ацаԥха ԥшәымас иарбоу аӡәы ишитәу,  аха шәара уи гәашәымҭаӡеит.
<i>Casually:</i> means you have done a casual verification that the key is owned by the person who claims to own it. For example, you could read the key fingerprint to the owner over the phone.	<i>Ақәыԥшылара:</i> иаанагоит, шәара ишымҩаԥыжәгаз  ақәыԥшыларатә гәаҭара ацаԥха зтәу ԥшәмаҵас иану шиакәу аилкааразы.Иаҳҳәап, шәареи аԥшәмеи телефонла еиҿарԥшны игәашәҭеит ацаԥха ашьҭра .
<i>Very Carefully:</i> Select this only if you are absolutely sure that this key is genuine.	<i>Даараӡа шәазхәыцны:</i> Иалышәха ари авариант, ишҵабыргыцәҟьоу агәра анышәгалак ашьҭахь.
_Signer:	_Анапаҵҩыра аԥҵаҩы:
ElGamal	ElGamal
Unnamed private key	Ихьӡыдоу ихҩоу ацаԥха
Unnamed	Ихьӡыдоу
translator-credits	Нанба Наала <naala-nanba@rambler.ru>, 2022
Your email address, or a reminder of what this key is for.	Аел. ԥошьҭа аҭыӡҭыԥ мамзар даҽа гәаларшәарак ацаԥха азалхразы
DSA	DSA
ECDSA	ECDSA
ED25519	ED25519
Algorithm	Алгоритм
_Server address:	_Асервер аҭыӡҭыԥ
OpenSSH: %s	OpenSSH: %s
openssh://%s	openssh://%s
A_4	A_4
A_5	A_5
_Letter	US _Letter
Le_gal	US Le_gal
4×6	4×6
A_3	A_3
0	0
3	3
6	6
10	10
15	15
translator-credits	Нанба Наала <naala-nanba@rambler.ru>, 2022
Automatic	Автоматикала
%d dpi	%d dpi
Document feeder empty	Адокументқәа рхала рынашьҭара ҭацәуп 
Sushi	Sushi
Swell Foop	Swell Foop
