Время доступа,,Access Time
Ко_личество фрагментов,,Number of Sampl_es
"Количество фрагментов. Большее количество обеспечивает более точные данные о времени доступа, но занимает больше времени.",,Number of samples. Bigger number produces a more accurate picture of access time patterns but takes more time.
Изменить пароль,,Change Passphrase
_Изменить,,C_hange
_Текущий пароль,,Curr_ent Passphrase
"Введите текущий пароль, используемый для защиты данных",,Enter current passphrase used to protect the data
По_казывать пароли,,Sho_w Passphrases
"Установите флажок, чтобы показать введённый пароль",,Check this box to see the passphrases entered above
Подтвердите введённый выше пароль,,Confirm passphrase entered above
"Введите новый пароль, используемый для защиты данных",,Enter new passphrase used to protect the data
_Подтвердить пароль,,C_onfirm Passphrase
_Новый пароль,,New _Passphrase
Внимание: все данные на томе будут потеряны,,Warning: all data on the volume will be lost
Перед продолжением подтвердите данные текущего тома.,,Confirm the details of the current volume before proceeding.
Использовано,,Used
Создать образ диска,,Create Disk Image
Сохранять в _папку,,Save in _Folder
Выберите папку,Иалшәх ақьаадҭра,Select a Folder
_Начать создание…,,_Start Creating…
_Имя тома,,Volume _Name
"Имя, используемое для файловой системы. Это полезно, когда вы хотите использовать символическую ссылку на устройство через каталог /dev/disk/by-label.",,The name to use for the filesystem. This is useful if you want to refer to the device via a symlink in the /dev/disk/by-label directory.
"Например, «Мои файлы» или «Резервная копия».",,For example: “Angela’s Files” or “Backup”.
_Очистить,,_Erase
"Перезаписывать существующие данные, но занимает больше времени.",,"Overwrites existing data, but takes longer."
_Внутренний диск для использования только с системами Linux (Ext4),,_Internal disk for use with Linux systems only (Ext4)
Защищённый _паролем том (LUKS),,_Password protect volume (LUKS)
Для _использования с Windows (NTFS),,For use with _Windows (NTFS)
Для использования со всеми системами и устройствами (FAT),,For use with all _systems and devices (FAT)
_Другая,,_Other
"Если параметры по умолчанию не соответствуют вашим потребностям, выберите одну из следующих файловых систем. Помните о технических различиях и проводите проверку для вашего случая использования.",,In case that the default options do not fit your needs select one of the following filesystems. Be aware of the technical differences and do research about your use case.
_Размер раздела,,Partition _Size
Размер создаваемого раздела,,The size of the partition to create
_Свободное место после раздела,,Free Space _Following
Свободное место после раздела,,The free space following the partition
Расширенные разделы могут содержать логические разделы,,Extended Partitions can contain Logical Partitions
"Данные, хранящиеся на томе, будут доступны только с правильным паролем. Будьте осторожны, не забывайте пароль.",,Data stored in the volume will only be accessible with the correct password. Be careful not to forget it.
_Подтвердить,,_Confirm
"Введите пароль, используемый для защиты данных",,Enter passphrase used to protect the data
По_казать пароль,,Sh_ow Password
Параметры привода,,Drive Settings
Применить параметры тайм-аута перехода в режим ожидания,,Apply Standby Timeout Settings
"Включите, чтобы настроить тайм-аут перехода в режим ожидания, применяемый при загрузке, а также при подключении диска",,Turn on to configure Standby Timeout at startup and when the disk is connected
Переводить в режим ожидания после,,Enter Standby After
Ре_жим ожидания,,_Standby
Применить параметры дополнительного управления электропитанием (APM),,Apply Advanced Power Management Settings
"Включите, чтобы настроить параметры APM, применяемые при загрузке, а также при подключении диска",,Turn on to configure APM at startup and when the disk is connected
Уровень APM,,APM Level
Агрессивное снижение оборотов может привести к преждевременному износу диска. Проверяйте периодически SMART-атрибут циклов «запуск/останов»,Агрессивтә ааҳәырақәа рларҟәра заанацтәи адиск ахараҟынӡа инанагар алшоит.Аамҭа -аамҭала игәашәҭала  SMART-атрибут ациклқәа ''адәықә./аанкыл''.,Aggressive spin-down may wear out the drive faster than anticipated. Please check the “Start/Stop Count” SMART attribute from time to time
A_PM,A_PM,A_PM
Применить параметры автоматического акустического управления,,Apply Automatic Acoustic Management Settings
"Включите, чтобы настроить параметры AAM, применяемые при загрузке, а также при подключении диска",,Turn on to configure AAM at startup and when the disk is connected
Рекомендуемый призводителем,,Vendor Recommended
Уровень AAM,,AAM Level
_AAM,_AAM,_AAM
Применить параметры кэша записи,,Apply Write Cache Settings
"Включите, чтобы настроить параметры кэша записи, применяемые при загрузке, а также при подключении диска",,Turn on to configure Write Cache setting at startup and when the disk is connected
Па_раметр,,S_etting
Включить кэш записи,,Enable Write Cache
Отключить кэш записи,,Disable Write Cache
"При включении кэша записи, производительность увеличивается, но в случае сбоя электропитания, может произойти потеря данных",,"Performance is increased by enabling write caching, but leaves the system susceptible to data loss in the event of a power failure"
_Кэш записи,,Wr_ite Cache
Вернуться на главную страницу,,Go back to main view
Параметры привода,,Drive Options
Отключить питание этого диска,,Power off this disk
Извлечь этот диск,,Eject this disk
Отсоединить это петлевое устройство,,Detach this loop device
Устройство не выбрано,,No Device Selected
Выберите устройство для управления.,,Select a device to manage.
Идентификатор WWN,,World Wide Name
Носитель,,Media
Автоочистка,Ахаларыцқьара,Auto-clear
Отсоединить петлевое устройство после отмонтирования,,Detach loop device after unmount action
Файл хранилища,,Backing File
Разметка,,Partitioning
То_ма,,_Volumes
Примонтировать выбранный раздел,,Mount selected partition
Отмонтировать выбранный раздел,,Unmount selected partition
Включить выбранный раздел подкачки,,Activate selected swap partition
Выключить выбранный раздел подкачки,,Deactivate selected swap partition
Разблокировать выбранный зашифрованный раздел,,Unlock selected encrypted partition
Заблокировать выбранный зашифрованный раздел,,Lock selected encrypted partition
Создать раздел в неразмеченной области,,Create partition in unallocated space
Расширенные параметры раздела,,Additional partition options
Удалить выбранный раздел,,Delete selected partition
UUID,UUID,UUID
Тип раздела,,Partition Type
_Форматировать диск…,,Format _Disk…
_Создать образ диска…,,_Create Disk Image…
_Восстановить образ диска…,,_Restore Disk Image…
_Оценить производительность диска…,,_Benchmark Disk…
_Данные самодиагностики и SMART…,,_SMART Data & Self-Tests…
_Настройки привода…,,Drive S_ettings…
_Перевести в режим ожидания,,S_tandby Now
_Вывести из режима ожидания,,_Wake-Up from Standby
Параметры шифрования,,Encryption Options
_Параметры по умолчанию для сеанса пользователя,,Us_er Session Defaults
"Отключите <i>Параметры по умолчанию для сеанса пользователя</i>, чтобы получить возможность управлять параметрами шифрования и паролями для данного устройства. Параметры соответствуют записям файла <b>/etc/crypttab</b>",,Switch off <i>User Session Defaults</i> to manage encryption options and passphrase for the device. The options correspond to an entry in the <b>/etc/crypttab</b> file
_Параметры,,Opt_ions
"Имя, используемое для разблокированного устройства. Устройство настраивается с именем, использующим префикс <b>/dev/mapper</b>/",,The name to use for the unlocked device — the device is set up as the name prefixed with <b>/dev/mapper</b>/
"Параметры, используемые при разблокировании устройства",,Options to use when unlocking the device
Файл с паролем,,Passphrase File
По_казывать пароль,,Sho_w passphrase
"Пароль устройства. Оставьте пустым, чтобы пароль запрашивался при установке устройства",,Passphrase of the device or empty to request from user when setting up the device
_Пароль,,_Passphrase
_Разблокировать при запуске системы,,_Unlock at system startup
"Если выбрано, устройство будет разблокировано при запуске системы [!noauto]",,"If checked, the device will be unlocked at system startup [!noauto]"
Требовать дополнительную _авторизацию для разблокировки,,Require additional authori_zation to unlock
"Если выбрано, для разблокирования устройства потребуется дополнительная авторизация [x-udisks-auth]",,"If checked, additional authorization is required to unlock the device [x-udisks-auth]"
Изменить раздел,,Edit Partition
Тип раздела — 8-битное беззнаковое целое,,The partition type as a 8-bit unsigned integer
_Загрузочный,,_Bootable
"Флаг, используемый загрузчиком для определения местонахождения ОС для загрузки. Иногда раздел с этим флагом называется <i>активным</i>",,A flag used by the Platform bootloader to determine where the OS should be loaded from. Sometimes the partition with this flag set is referred to as the <i>active</i> partition
Изменить метку файловой системы,,Change Filesystem Label
Файловая система будет автоматически отмонтирована во избежание каких-либо изменений.,,This filesystem will be automatically unmounted prior to any changes.
Параметры монтирования,,Mount Options
"Отключите <i>Параметры по умолчанию для сеанса пользователя</i>, чтобы получить возможность управлять точками и параметрами монтирования данного устройства. Параметры соответствуют записи в файле <b>/etc/fstab</b>",,Switch off <i>User Session Defaults</i> to manage mount point and mount options for the device. The options correspond to an entry in the <b>/etc/fstab</b> file
_Идентифицировать как,,I_dentify As
<b>Файл устройства</b>; использовать символические ссылки из каталога <b>/dev/disk</b> для управления контекстом записи,<b>Афаил аиҿартәыра </b>; ахархәара рыҭара азхьарԥшқәа аизакхьӡынҵа <b>/dev/disk</b> аҟынтәи анҵамҭа аконтекст ахархәара аҭаразы.,The <b>special device file</b> — use symlinks in the <b>/dev/disk</b> hierarchy to control the scope of the entry
Файл устройства; использовать символические ссылки из каталога /dev/disk для управления контекстом записи,,The special device file — use symlinks in the /dev/disk hierarchy to control the scope of the entry
Точка _монтирования,,Mount _Point
Тип _файловой системы,,Filesystem _Type
"Каталог, к которому подключается устройство",,The directory to mount the device in
Тип используемой файловой системы,,The filesystem type to use
Отображаемое _имя,,Display _Name
"Если установлено, имя используется для устройства в пользовательском интерфейсе [x-gvfs-name=]",,"If set, the name to use for the device in the user interface [x-gvfs-name=]"
Название _значка,,Icon Na_me
"Если установлено, название значка используется в устройстве в пользовательском интерфейсе [x-gvfs-icon=]",,"If set, the name of the icon to use in the device in the user interface [x-gvfs-icon=]"
Показывать в _интерфейсе,,Sho_w in user interface
"Если выбрано, то устройство всегда будет показываться в интерфейсе независимо от его каталога [x-gvfs-show]",,"If checked, the device is always shown in the user interface no matter what its directory is [x-gvfs-show]"
Требовать дополнительную _авторизацию для подключения,,Require additional authori_zation to mount
"Если выбрано, то для подключения устройства потребуется дополнительная авторизация [x-udisks-auth]",,"If checked, additional authorization is required to mount the device [x-udisks-auth]"
Подключать при _запуске системы,,Mount at system _startup
"Если выбрано, то устройство будет подключено при запуске системы [!noauto]",,"If checked, the device will be mounted at system startup [!noauto]"
Название _значка,,S_ymbolic Icon Name
"Если установлено, название значка используется для устройства в пользовательском интерфейсе [x-gvfs-symbolic-icon=]",,"If set, the name of the symbolic icon to use in the device in the user interface [x-gvfs-symbolic-icon=]"
_Параметры монтирования,,Mount Opt_ions
Параметры монтирования хранятся в файле <b>/etc/fstab</b>,,The mount options stored in the <b>/etc/fstab</b> file
Тип раздела представляется в виде 32-битного значения <i>GUID</i>,,The partition type represented as a 32-bit <i>GUID</i>
Имя раздела (до 36 символов Юникода). Упрощает создание ссылки на устройство через символическую ссылку в каталоге <b>/dev/disk/by-partlabel</b>,,The partition name (up to 36 unicode characters). This is useful if you want to refer to the device via a symlink in the <b>/dev/disk/by-partlabel</b> directory
_Системный раздел,,_System Partition
"Используется для указания того, что раздел и его содержимое требуются для работы ОС или платформы. Должны применяться особые меры для предотвращения удаления или перезаписи содержимого",,Used to indicate that the partition and its contents are required for the OS/Platform to function. Special care should be taken to not delete or overwrite the contents
_Legacy BIOS Bootable,_Legacy BIOS Bootable,Legacy BIOS _Bootable
"Это эквивалентно флагу <i>bootable</i> главной загрузочной записи. Используется, как правило, только для разделов GPT в системах MBR",,This is equivalent to Master Boot Record <i>bootable</i> flag. It is normally only used for GPT partitions on MBR systems
Скрыть от _прошивки,,Hide from _Firmware
"Указывает, что прошивка EFI должна игнорировать содержимое раздела и не пытаться читать с него",,Indicates that EFI firmware should ignore the content of the partition and not try to read from it
Очистить несколько дисков,,Erase Multiple Disks
_Очистить…,,_Erase…
_Тип очистки,,Erase _Type
Форматировать диск,,Format Disk
_Форматировать…,,_Format…
_Разметка,,_Partitioning
Создать образ диска,,New Disk Image
Размер _образа,,Image _Size
Размер создаваемого образа,,The size of the image to create
Подключить новый _образ…,,Attach new _Image…
Изменить размер тома,,Resize Volume
Изменение размера файловой системы может привести к потере данных. Перед изменением рекомендуется сделать резервную копию данных. Продолжительность операции зависит от объёма данных. Минимальный размер рассчитывается в соответствии с текущим содержимым файловой системы. Освободите дополнительное пространство для быстрого и надежного выполнения операции.,,Resizing a filesystem can lead to data loss. You are advised to backup your data before. The resize operation will take longer if a lot of data has to be moved. The minimal size is calculated according to the current content. Keep additional free space for the filesystem to work fast and reliably.
_Разница,,_Difference
Разница с предыдущим размером раздела,,The difference to the previous partition size
Восстановить образ диска,,Restore Disk Image
_Образ для восстановления,,_Image to Restore
Выберите образ диска для восстановления,,Select Disk Image to Restore
Назначение,,Destination
_Назначение,,_Destination
Образ для восстановления,,Image to Restore
Размер образа,,Image Size
_Начать восстановление…,,_Start Restoring…
Открыть меню приложения,,Open the application menu
Создать новый пустой образ диска,,Create a new empty disk image
Подключить существующий образа диска,,Attach an existing disk image
Снять выделение текущего диска,,Unselect current disk
Привод,,Drive
Открыть меню привода,,Open the drive menu
Форматировать привод,,Format the drive
Восстановить образ на диск,,Restore an image to the disk
Данные SMART,,SMART data
Настройки привода,,Drive settings
Раздел,,Partition
Открыть меню тома,,Open the volume menu
Форматировать выбранный том,,Format the selected volume
Тесты и данные SMART,,SMART Data & Self-Tests
_Запустить самодиагностику,,_Start Self-test
"Нажмите, чтобы начать самодиагностику SMART",,Click to start a SMART self-test
_Остановить самодиагностику,,_Stop Self-test
"Нажмите, чтобы остановить выполняемую самодиагностику SMART",,Click to stop the SMART self-test currently in progress
"Нажмите, чтобы принудительно перечитать данные SMART с жёсткого диска",,Click to force re-reading SMART data from the hard disk
Проработал,,Powered On
Результаты диагностики,,Self-test Result
Внутренняя оценка,,Self-assessment
Общая оценка,,Overall Assessment
"Нажмите, чтобы включить или выключить SMART для жёсткого диска",,Click to toggle whether SMART is enabled for the hard disk
Атрибуты _SMART,Аҟазшьарбагақәа _SMART,SMART _Attributes
_Короткий,,_Short
_Расширенный,,_Extended
_Конвейер,,_Conveyance
Подтвердить захват владения,,Confirm Taking Ownership
"Захватывает владение файловой системой вашим пользователем и группой. Рекурсивный режим также изменяет владельца во всех вложенных папках и файлах. Это может привести к разрушительным последствиям, если файловая система содержит иерархию которой должны владеть разные пользователи (например, - резервная копия или папки, с которыми работают несколько пользователей).",,"Changes ownership of the filesystem to your user and group. The recursive mode does also change the ownership of all subdirectories and files, this can lead to destructive results when the filesystem contains a directory structure where ownership should belong to different users (e.g., a system backup or a filesystem that is accessed by multiple users)."
Включить рекурсивный режим,,Enable _recursive mode
Введите пароль для разблокирования,,Enter passphrase to unlock
"Этот том может быть томом VeraCrypt, поскольку он содержит случайные данные.",,This volume might be a VeraCrypt volume as it contains random data.
Если указано,,If specified
Тип тома,,Volume type
_Скрытый,,_Hidden
"Вместо разблокирования этого тома, попытайтесь разблокировать второй том, скрытый внутри.",,"Instead of unlocking this volume, attempt to unlock a secondary volume hidden inside."
_Система Windows,,Windows _system
Разблокируйте зашифрованный системный раздел или диск Windows.,,Unlock an encrypted Windows system partition or drive.
PI_M,PI_M,PI_M
"Если установлено, числовое значение VeraCrypt PIM (Personal Iterations Multiplier) используется для этого тома.",,"If set, the VeraCrypt PIM (Personal Iterations Multiplier) numeric value to use for this volume."
Файлы-ключи,,_Keyfiles
Выбрать файл ключа для разблокировки тома,,Select a keyfile to unlock this volume
_Форматировать раздел…,,Format _Partition…
_Изменить раздел…,,_Edit Partition…
Изменить файловую _систему…,,Edit _Filesystem…
Из_менить пароль…,,Change Pa_ssphrase…
И_зменить размер…,,Resi_ze…
_Проверить файловую систему…,,C_heck Filesystem…
_Восстановить файловую систему…,,Rep_air Filesystem…
_Захватить владение…,,_Take Ownership…
Изм_енить параметры монтирования…,,Edit _Mount Options…
Изме_нить параметры шифрования…,,Edit Encr_yption Options…
_Создать образ раздела…,,_Create Partition Image…
В_осстановить образ раздела…,,_Restore Partition Image…
О_ценить производительность раздела…,,_Benchmark Partition…
"Образы дисков (*.img, *.img.xz, *.iso)",,"Disk Images (*.img, *.img.xz, *.iso)"
"Образы дисков (*.img, *.iso)",,"Disk Images (*.img, *.iso)"
msgstr[0] %d год,msgstr[0] ,%d year
msgstr[1] %d года,msgstr[1] ,msgid_plural %d years
msgstr[0] %d месяц,msgstr[0] ,%d month
msgstr[1] %d месяца,msgstr[1] ,msgid_plural %d months
msgstr[0] %d миллисекунда,msgstr[0] ,%d milli-second
msgstr[1] %d миллисекунды,msgstr[1] ,msgid_plural %d milli-seconds
"%s, %s и %s",,"%s, %s and %s"
%s и %s,,%s and %s
Менее минуты,,Less than a minute
Затрагиваемые устройства,,Affected Devices
Ошибка отключения файловой системы,,Error unmounting filesystem
Ошибка блокирования устройства,,Error locking device
Ошибка отключения авточистки петлевого устройства,,Error disabling autoclear for loop device
Обнаружены проблемы с жёстким диском,,Hard Disk Problems Detected
"Возможно, этот жёсткий диск скоро выйдет из строя.",,A hard disk is likely to fail soon.
Проверить,,Examine
"Просмотр шрифтов, доступных в системе",,View fonts on your system
"Приложение «Шрифты» показывает установленные на вашем компьютере шрифты в виде миниатюр. Выбор миниатюры открывает подробный режим просмотра шрифта, как будет выглядеть шрифт при различных размерах.",,Fonts shows you the fonts installed on your computer for your use as thumbnails. Selecting any thumbnails shows the full view of how the font would look under various sizes.
Приложение «Шрифты» также поддерживает установку новых шрифтов из файлов формата .ttf и прочих форматов. Шрифты можно установить для текущего пользователя или для всех пользователей компьютера.,,Fonts also supports installing new font files downloaded in the .ttf and other formats. Fonts may be installed only for your use or made available to all users on the computer.
Текст для миниатюры (по умолчанию: Аа),,Text to thumbnail (default: Aa)
ТЕКСТ,,TEXT
Размер миниатюры (по умолчанию: 128),,Thumbnail size (default: 128)
ФАЙЛ-ШРИФТА ФАЙЛ-ВЫВОДА,,FONT-FILE OUTPUT-FILE
Шрифты GNOME,,GNOME Fonts
"%s %g — %g, по умолчанию %g","%s %g — %g, ишдыру еиԥш %g","%s %g — %g, default %g"
Экземпляр %d,,Instance %d
", ",", ",", "
Дизайнер,,Designer
Количество глифов,,Glyph Count
Цветные глифы,,Color Glyphs
Особенности макета,,Layout Features
Вариационные оси,,Variation Axes
Именованные стили,,Named Styles
Установлено,,Installed
Установка,,Installing
Этот шрифт не удалось установить.,,This font could not be installed.
Невозможно показать этот шрифт.,,This font could not be displayed.
Информация,,Info
Все шрифты,,All Fonts
О приложении,,About Fonts
шрифты;начертание;шрифта;,,fonts;fontface;
Доступ ко всем альтернативам,,Access All Alternates
Формы над базовой линией,,Above-base Forms
Позиционирование тире над базовой линией,,Above-base Mark Positioning
Подстановки над базовой линией,,Above-base Substitutions
Альтернативные фракции,,Alternative Fractions
Ахандс,,Akhands
Формы под базовой линией,,Below-base Forms
Позиционирование тире под базовой линией,,Below-base Mark Positioning
Подстановки под базовой линией,,Below-base Substitutions
Контекстуальные альтернативы,,Contextual Alternates
Чувствительные к регистру формы,,Case-Sensitive Forms
Составление / разложение глифа,,Glyph Composition / Decomposition
Связанная форма после знака «Ro»,,Conjunct Form After Ro
Связанные формы,,Conjunct Forms
Контекстуальные лигатуры,,Contextual Ligatures
Центрированная пунктуация CJK,,Centered CJK Punctuation
Промежуток между заглавными,,Capital Spacing
Контекстный орнамент,,Contextual Swash
Позиционирование Курсива,,Cursive Positioning
Маленькие заглавные из заглавных,,Petite Capitals From Capitals
Малые заглавные из заглавных,,Small Capitals From Capitals
Вариант символа 1,,Character Variation 1
Вариант символа 2,,Character Variation 2
Вариант символа 3,,Character Variation 3
Вариант символа 4,,Character Variation 4
Вариант символа 5,,Character Variation 5
Вариант символа 6,,Character Variation 6
Вариант символа 7,,Character Variation 7
Вариант символа 8,,Character Variation 8
Вариант символа 9,,Character Variation 9
Вариант символа 10,,Character Variation 10
Вариант символа 11,,Character Variation 11
Вариант символа 12,,Character Variation 12
Вариант символа 13,,Character Variation 13
Вариант символа 14,,Character Variation 14
Вариант символа 15,,Character Variation 15
Вариант символа 16,,Character Variation 16
Вариант символа 17,,Character Variation 17
Вариант символа 18,,Character Variation 18
Вариант символа 19,,Character Variation 19
Дистанции,,Distances
Необязательные лигатуры,,Discretionary Ligatures
Знаменатели,,Denominators
Бесточечные формы,,Dotless Forms
Экспертные формы,,Expert Forms
Окончательный глиф на альтернативных линиях,,Final Glyph on Line Alternates
Терминальные формы №2,,Terminal Forms #2
Терминальные формы №3,,Terminal Forms #3
Терминальные формы,,Terminal Forms
Плоские формы ударения,,Flattened accent forms
Дроби,Анимациа,Fractions
Полные ширины,,Full Widths
Полуформы,,Half Forms
Формы Halant,,Halant Forms
Альтернативная половинная ширина,,Alternate Half Widths
Исторические формы,,Historical Forms
Горизонтальные альтернативы кана,,Horizontal Kana Alternates
Исторические лигатуры,,Historical Ligatures
Хангыль,,Hangul
Формы кандзи Ходзё,,Hojo Kanji Forms
Половинная ширина,,Half Widths
Начальные формы,,Initial Forms
Изолированные формы,,Isolated Forms
Курсив,,Italics
Альтернативы выравнивания,,Justification Alternates
Формы JIS78,,JIS78 Forms
Формы JIS83,,JIS83 Forms
Формы JIS90,,JIS90 Forms
Формы JIS2004,,JIS2004 Forms
Кернинг,,Kerning
Левые границы,,Left Bounds
Стандартные лигатуры,,Standard Ligatures
Ведущие формы Jamo,,Leading Jamo Forms
Фигуры подкладок,,Lining Figures
Локализованные формы,,Localized Forms
Чередование слева направо,,Left-to-right alternates
Зеркальные формы слева направо,,Left-to-right mirrored forms
Позиционирование маркера,,Mark Positioning
Медиальные формы №2,,Medial Forms #2
Медиальные формы,,Medial Forms
Математический греческий язык,,Mathematical Greek
Позиционирование от метки к метке,,Mark to Mark Positioning
Позиционирование метки через замену,,Mark Positioning via Substitution
Альтернативные формы аннотаций,,Alternate Annotation Forms
Формы кандзи NLC,,NLC Kanji Forms
Формы нукта,,Nukta Forms
Числители,,Numerators
Фигуры в старом стиле,,Oldstyle Figures
Оптические границы,,Optical Bounds
Ординалы,,Ordinals
Орнаменты,,Ornaments
Пропорциональная альтернативная ширина,,Proportional Alternate Widths
Маленькие заглавные,,Petite Capitals
Пропорциональная кана,,Proportional Kana
Пропорциональные фигуры,,Proportional Figures
Предварительные формы,,Pre-Base Forms
Замены предварительной формы,,Pre-base Substitutions
Постбазовые формы,,Post-base Forms
Пост-базовые замены,,Post-base Substitutions
Пропорциональные ширины,,Proportional Widths
Четвертичная ширина,,Quarter Widths
Случайно,,Randomize
Необходимые контекстуальные альтернативы,,Required Contextual Alternates
Ракарские формы,,Rakar Forms
Необходимые лигатуры,,Required Ligatures
Формы рефов,,Reph Forms
Правые границы,,Right Bounds
Чередование справа налево,,Right-to-left alternates
Зеркальные формы справа налево,,Right-to-left mirrored forms
Формы нотации Ruby,,Ruby Notation Forms
Требуемые альтернативные варианты,,Required Variation Alternates
Стилистические альтернативы,,Stylistic Alternates
Научные инферы,,Scientific Inferiors
Оптический размер,,Optical size
Маленькие заглавные,,Small Capitals
Упрощенные формы,,Simplified Forms
Стилистический набор 1,,Stylistic Set 1
Стилистический набор 2,,Stylistic Set 2
Стилистический набор 3,,Stylistic Set 3
Стилистический набор 4,,Stylistic Set 4
Стилистический набор 5,,Stylistic Set 5
Стилистический набор 6,,Stylistic Set 6
Стилистический набор 7,,Stylistic Set 7
Стилистический набор 8,,Stylistic Set 8
Стилистический набор 9,,Stylistic Set 9
Стилистический набор 10,,Stylistic Set 10
Стилистический набор 11,,Stylistic Set 11
Стилистический набор 12,,Stylistic Set 12
Стилистический набор 13,,Stylistic Set 13
Стилистический набор 14,,Stylistic Set 14
Стилистический набор 15,,Stylistic Set 15
Стилистический набор 16,,Stylistic Set 16
Стилистический набор 17,,Stylistic Set 17
Стилистический набор 18,,Stylistic Set 18
Стилистический набор 19,,Stylistic Set 19
Стилистический набор 20,,Stylistic Set 20
Чередование стилей математического шрифта,,Math script style alternates
Декомпозиция глифов в растянутом виде,,Stretching Glyph Decomposition
Наклонный,,Swash
Титулование,,Titling
Trailing Jamo Forms,,Trailing Jamo Forms
Традиционные формы имени,,Traditional Name Forms
Табличные рисунки,,Tabular Figures
Традиционные формы,,Traditional Forms
Третья ширина,,Third Widths
Без регистра,,Unicase
Альтернативные вертикальные метрики,,Alternate Vertical Metrics
Варианты ватту,,Vattu Variants
Вертикальное письмо,,Vertical Writing
Альтернативные вертикальные половинные метрики,,Alternate Vertical Half Metrics
Гласные формы джамо,,Vowel Jamo Forms
Вертикальные альтернативы каны,,Vertical Kana Alternates
Вертикальное кернинг,,Vertical Kerning
Пропорциональные альтернативные вертикальные метрики,,Proportional Alternate Vertical Metrics
Вертикальные альтернативы и вращение,,Vertical Alternates and Rotation
Вертикальные альтернативы для вращения,,Vertical Alternates for Rotation
Срезанный ноль,,Slashed Zero
Первоначальная настройка,,Initial Setup
Принудительно использовать режим существующего пользователя,,Force existing user mode
— Первоначальная настройка GNOME,,— GNOME initial setup
Название домена предприятия или области,,Enterprise domain or realm name
Для использования корпоративных учетных записей этот компьютер должен быть зарегистрирован в домене. Администратор сети должен ввести здесь доменный пароль и выбрать уникальное имя для вашего компьютера.,,"In order to use enterprise logins, this computer needs to be enrolled in a domain. Please have your network administrator type the domain password here, and choose a unique computer name for your computer."
_Компьютер,,_Computer
Проверьте имя и имя пользователя. Также можно выбрать изображение.,,Please check the name and username. You can choose a picture too.
Для завершения осталось указать еще немного информации.,,We need a few details to complete setup.
Не удалось создать пользователя '%s': ,,Failed to create user '%s': 
Аватар,Аватар,Avatar image
О вас,,About You
Укажите имя и имя пользователя. Также можно выбрать изображение.,,Please provide a name and username. You can choose a picture too.
П_олное имя,,_Full Name
Установить _родительский контроль для пользователя,,Set up _parental controls for this user
"Для использования родителями или другими ответственными, кто должен назначить отдельный пароль.",,"For use by a parent or supervisor, who must set up their own password."
_Корпоративная учетная запись,,_Enterprise Login
Подключиться к интернету для настройки _корпоративной учетной записи.,,Go online to set up Enterprise Login.
Имя пользователя должно начинаться со строчной буквы от а до я.,,The username must start with a lower case letter from a-z.
Данное имя пользователя недоступно. Попробуйте ввести другое.,,That username isn’t available. Please try another.
"Имя пользователя должно состоять только из строчных букв от а до я, цифр и следующих символов: - _",,"The username should only consist of lower case letters from a-z, digits, and the following characters: - _"
Будет использовано для именования вашей домашней папки; не может быть изменено.,,This will be used to name your home folder and can’t be changed.
Подключить сетевые учетные записи,,Connect Your Online Accounts
"Подключите ваши учетные записи для простого доступа к электронной почте, онлайн-календарю, контактам, документам и фотографиям.",,"Connect your accounts to easily access your email, online calendar, contacts, documents and photos."
Учетные записи можно добавлять и убирать в любое время в приложении Настройки.,,Accounts can be added and removed at any time from the Settings application.
Источники ввода не найдены,,No inputs found
Выберите раскладку клавиатуры или способ ввода.,,Select your keyboard layout or an input method.
Добро пожаловать!,,Welcome!
Беспроводные сетевые соединения отключены,Иҭелдоу аҳатә еимадара аҿыхуп,Wireless networking is disabled
Поиск доступных беспроводных сетей,,Checking for available wireless networks
"Подключение к интернету поможет вам получать новые приложения, информацию и другие обновления. Это также поможет автоматически устанавливать время и ваше местоположение.",,"Connecting to the internet helps you get new apps, information, and other upgrades. It also helps set the time and your location automatically."
